ADM1_EN,ADM1_PCODE,Age,Sex,2015,2016,2017,2018,2019,2020
Centre-Nord,BF49,70-74,female,4838.17059932521,6447.26717055849,6715.4499324307,6983.63269430291,7251.81545617512,6179.08440868627
Centre-Nord,BF49,75-79,female,3390.63168685864,2327.49580611089,2150.30649265293,1973.11717919498,1795.92786573702,2504.68511956885
Centre-Nord,BF49,90-94,female,0,0,0,0,0,0
Centre-Ouest,BF50,0,male,140111.334013882,141735.574589106,142006.281351643,142276.98811418,142547.694876717,141464.867826568
Centre-Ouest,BF50,5-9,male,108761.031801542,141935.34720777,147464.399775475,152993.45234318,158522.504910885,136406.294640066
Centre-Ouest,BF50,100-104,male,0,0,0,0,0,0
Centre-Ouest,BF50,105-109,male,0,0,0,0,0,0
Centre-Ouest,BF50,110-114,male,0,0,0,0,0,0
Centre-Ouest,BF50,115-119,male,0,0,0,0,0,0
Centre-Ouest,BF50,120-124,male,0,0,0,0,0,0
Centre-Ouest,BF50,125-129,male,0,0,0,0,0,0
Centre-Ouest,BF50,10-14,male,78753.9413728435,113585.152198847,119390.354003181,125195.555807515,131000.757611849,107779.950394513
Centre-Ouest,BF50,15-19,male,47794.8658936035,83787.2172753284,89785.9425056158,95784.6677359033,101783.392966191,77788.4920450409
Centre-Ouest,BF50,20-24,male,37844.6659817837,48866.7642710672,50703.7806526144,52540.7970341617,54377.8134157089,47029.7478895199
Centre-Ouest,BF50,25-29,male,30789.5438948971,38412.1428296807,39682.575985478,40953.0091412752,42223.4422970725,37141.7096738834
Centre-Ouest,BF50,30-34,male,26264.3546820511,30907.4831386439,31681.3378814094,32455.1926241749,33229.0473669404,30133.6283958785
Centre-Ouest,BF50,35-39,male,22547.7007176099,26186.9881249637,26793.5360261893,27400.0839274149,28006.6318286406,25580.440223738
Centre-Ouest,BF50,95-99,male,0,0,0,0,0,0
Centre-Ouest,BF50,0,female,134660.241532701,136964.720867787,137348.800756968,137732.88064615,138116.960535331,136580.640978606
Centre-Ouest,BF50,5-9,female,99593.2853559208,138030.527523695,144436.734551657,150842.941579619,157249.148607582,131624.320495732
Centre-Ouest,BF50,95-99,female,0,0,0,0,0,0
Centre-Ouest,BF50,100-104,female,0,0,0,0,0,0
Centre-Ouest,BF50,105-109,female,0,0,0,0,0,0
Centre-Ouest,BF50,110-114,female,0,0,0,0,0,0
Centre-Ouest,BF50,115-119,female,0,0,0,0,0,0
Centre-Ouest,BF50,120-124,female,0,0,0,0,0,0
Centre-Ouest,BF50,125-129,female,0,0,0,0,0,0
Centre-Ouest,BF50,10-14,female,88091.219402808,100620.015715654,102708.148434461,104796.281153269,106884.413872076,98531.882996846
Centre-Ouest,BF50,15-19,female,67825.674628276,90709.6859983652,94523.6878933801,98337.689788395,102151.69168341,86895.6841033504
Centre-Ouest,BF50,20-24,female,60183.7124417408,67955.3169932225,69250.5844184695,70545.8518437164,71841.1192689634,66660.0495679756
Centre-Ouest,BF50,25-29,female,49411.936390413,60912.0524493702,62828.7384591964,64745.4244690226,66662.1104788488,58995.366439544
Centre-Ouest,BF50,30-34,female,42761.0819277287,49455.0774398105,50570.7433584908,51686.4092771711,52802.0751958514,48339.4115211302
Centre-Ouest,BF50,35-39,female,37257.8258821351,42614.5109727042,43507.2918211324,44400.0726695606,45292.8535179888,41721.730124276
Centre-Ouest,BF50,40-44,female,29902.7632998725,37445.1480463194,38702.2121707272,39959.276295135,41216.3404195428,36188.0839219116
Centre-Ouest,BF50,1-4,female,133290.947966854,130615.458630454,130169.543741054,129723.628851654,129277.713962254,131061.373519854
Centre-Ouest,BF50,45-49,female,24947.2246806176,29574.9389261697,30346.2246337617,31117.5103413537,31888.7960489457,28803.6532185777
Centre-Ouest,BF50,50-54,female,19078.8236841315,24581.0872022952,25498.1311219892,26415.1750416831,27332.2189613771,23664.0432826013
Centre-Ouest,BF50,55-59,female,17526.9576428385,17609.2838858939,17623.0049264032,17636.7259669124,17650.4470074216,17595.5628453847
Centre-Ouest,BF50,60-64,female,11775.9246662821,16067.7756834905,16783.0841863585,17498.3926892266,18213.7011920947,15352.4671806224
Centre-Ouest,BF50,65-69,female,10432.712882642,9191.09551622421,8984.15928848791,8777.22306075161,8570.28683301531,9398.03174396051
Centre-Ouest,BF50,70-74,female,5790.15564986629,7328.26949961629,7584.62180790796,7840.97411619962,8097.32642449129,7071.91719132462
Centre-Ouest,BF50,75-79,female,4694.72079718888,2658.08486859549,2318.64554716326,1979.20622573103,1639.76690429879,2997.52419002772
Centre-Ouest,BF50,80-84,female,0,1944.7436195828,2268.86755617993,2592.99149277706,2917.1154293742,1620.61968298566
Centre-Ouest,BF50,85-89,female,0,0,0,0,0,0
Centre-Ouest,BF50,40-44,male,17696.4892271814,22593.1259580994,23409.232079919,24225.3382017387,25041.4443235584,21777.0198362797
Centre-Ouest,BF50,1-4,male,137842.218961907,136182.090810238,135905.40278496,135628.714759681,135352.026734403,136458.778835516
Centre-Ouest,BF50,45-49,male,16614.0952656073,16914.3497812802,16964.392200559,17014.4346198378,17064.4770391166,16864.3073620014
Centre-Ouest,BF50,50-54,male,13614.6903118478,15881.4146907238,16259.2020872032,16636.9894836825,17014.7768801619,15503.6272942445
Centre-Ouest,BF50,55-59,male,13066.9728855091,12135.5253121143,11980.2840498819,11825.0427876494,11669.8015254169,12290.7665743468
Centre-Ouest,BF50,60-64,male,9298.15535665464,11544.3445708058,11918.709439831,12293.0743088562,12667.4391778814,11169.9797017806
Centre-Ouest,BF50,65-69,male,7928.86179080789,7088.54178083462,6948.48844583907,6808.43511084353,6668.38177584798,7228.59511583016
Centre-Ouest,BF50,70-74,male,4746.88436160209,5311.45824316934,5405.55389009721,5499.64953702509,5593.74518395296,5217.36259624146
Centre-Ouest,BF50,75-79,male,2816.83247831333,2273.99795953962,2183.525539744,2093.05311994839,2002.58070015277,2364.47037933524
Centre-Ouest,BF50,80-84,male,0,1097.28540424594,1280.1663049536,1463.04720566126,1645.92810636891,914.404503538285
Centre-Ouest,BF50,85-89,male,0,0,0,0,0,0
Centre-Ouest,BF50,90-94,male,0,0,0,0,0,0
Centre-Ouest,BF50,90-94,female,0,0,0,0,0,0
Centre-Sud,BF51,0,male,72872.4994852541,51878.4476751589,48379.4390401431,44880.4304051272,41381.4217701114,55377.4563101748
Centre-Sud,BF51,5-9,male,56023.6681797873,71707.578539155,74321.5635990496,76935.5486589442,79549.5337188388,69093.5934792604
Centre-Sud,BF51,100-104,male,0,0,0,0,0,0
Centre-Sud,BF51,105-109,male,0,0,0,0,0,0
Centre-Sud,BF51,110-114,male,0,0,0,0,0,0
Centre-Sud,BF51,115-119,male,0,0,0,0,0,0
Centre-Sud,BF51,120-124,male,0,0,0,0,0,0
Centre-Sud,BF51,125-129,male,0,0,0,0,0,0
Centre-Sud,BF51,10-14,male,41848.2195504976,58252.3205020035,60986.3373272545,63720.3541525055,66454.3709777565,55518.3036767525
Centre-Sud,BF51,15-19,male,26120.9048799148,44378.0694195467,47420.930176152,50463.7909327573,53506.6516893626,41335.2086629413
Centre-Sud,BF51,20-24,male,21217.5298250731,26599.827721115,27496.8773704553,28393.9270197956,29290.9766691359,25702.7780717747
Centre-Sud,BF51,25-29,male,18361.5746734499,21315.8295169723,21808.205324226,22300.5811314797,22792.9569387335,20823.4537097185
Centre-Sud,BF51,30-34,male,15883.8053638224,18387.7937702604,18805.1251713334,19222.4565724065,19639.7879734795,17970.4623691874
Centre-Sud,BF51,35-39,male,13236.504469852,15916.9786553662,16363.724352952,16810.4700505377,17257.2157481234,15470.2329577805
Centre-Sud,BF51,95-99,male,0,0,0,0,0,0
Centre-Sud,BF51,1-4,male,69820.9309670813,71203.1618482287,71433.5336617532,71663.9054752778,71894.2772888023,70972.7900347041
Centre-Sud,BF51,45-49,male,10002.363476233,11093.3172521906,11275.1428815169,11456.9685108432,11638.7941401695,10911.4916228644
Centre-Sud,BF51,50-54,male,9441.60515879097,9312.27070630269,9290.71496422131,9269.15922213993,9247.60348005855,9333.82644838407
Centre-Sud,BF51,55-59,male,7902.78000860128,8647.63854017025,8771.78162876508,8895.92471735991,9020.06780595474,8523.49545157542
Centre-Sud,BF51,60-64,male,5998.80990751913,6906.83958397221,7058.17786338106,7209.5161427899,7360.85442219875,6755.50130456336
Centre-Sud,BF51,65-69,male,4733.84347049879,4649.56845583714,4635.5226200602,4621.47678428326,4607.43094850631,4663.61429161408
Centre-Sud,BF51,70-74,male,3234.14099361901,3091.13960999668,3067.30604605963,3043.47248212258,3019.63891818552,3114.97317393374
Centre-Sud,BF51,75-79,male,1669.23406122271,1599.30556555313,1587.65081627486,1575.9960669966,1564.34131771834,1610.96031483139
Centre-Sud,BF51,80-84,male,0,650.243519265379,758.617439142943,866.991359020506,975.365278898069,541.869599387816
Centre-Sud,BF51,85-89,male,0,0,0,0,0,0
Centre-Sud,BF51,90-94,male,0,0,0,0,0,0
Centre-Sud,BF51,20-24,female,31493.7520144754,34612.3674979187,35132.1367451593,35651.9059923998,36171.6752396404,34092.5982506782
Centre-Sud,BF51,40-44,male,11449.9023886996,13050.9389900124,13317.7784235645,13584.6178571166,13851.4572906687,12784.0995564602
Centre-Sud,BF51,0,female,72337.8229500187,49691.0202464743,45916.5531292169,42142.0860119595,38367.6188947021,53465.4873637317
Centre-Sud,BF51,5-9,female,49516.2635192394,71196.1783565838,74809.4974961412,78422.8166356986,82036.135775256,67582.8592170264
Centre-Sud,BF51,95-99,female,0,0,0,0,0,0
Centre-Sud,BF51,100-104,female,0,0,0,0,0,0
Centre-Sud,BF51,105-109,female,0,0,0,0,0,0
Centre-Sud,BF51,110-114,female,0,0,0,0,0,0
Centre-Sud,BF51,115-119,female,0,0,0,0,0,0
Centre-Sud,BF51,120-124,female,0,0,0,0,0,0
Centre-Sud,BF51,125-129,female,0,0,0,0,0,0
Centre-Sud,BF51,10-14,female,41965.5875704273,50393.1272665958,51797.7172159572,53202.3071653186,54606.89711468,48988.5373172344
Centre-Sud,BF51,15-19,female,34688.7703347845,42737.4490814567,44078.8955392354,45420.3419970141,46761.7884547928,41396.002623678
Centre-Sud,BF51,80-84,female,0,1031.79459622574,1203.76036226337,1375.72612830099,1547.69189433862,859.82883018812
Centre-Sud,BF51,25-29,female,25820.9643845388,31882.0711504714,32892.2556114602,33902.440072449,34912.6245334378,30871.8866894827
Centre-Sud,BF51,30-34,female,23643.1355702873,25583.9624143094,25907.4335549798,26230.9046956502,26554.3758363205,25260.4912736391
Centre-Sud,BF51,35-39,female,19157.0690307513,23850.7519574902,24633.03244528,25415.3129330698,26197.5934208596,23068.4714697004
Centre-Sud,BF51,40-44,female,15570.8239773431,19214.2680523802,19821.508731553,20428.7494107259,21035.9900898987,18607.0273732073
Centre-Sud,BF51,1-4,female,68438.5965101313,70797.7471610338,71190.9389361842,71584.1307113346,71977.322486485,70404.5553858833
Centre-Sud,BF51,45-49,female,13888.5490250171,15220.4873678329,15442.4770916355,15664.4668154381,15886.4565392408,14998.4976440302
Centre-Sud,BF51,50-54,female,10576.1626847783,13693.786089821,14213.3899906614,14732.9938915019,15252.5977923423,13174.1821889806
Centre-Sud,BF51,55-59,female,9624.17763423721,9779.88359041303,9805.834583109,9831.78557580498,9857.73656850095,9753.93259771706
Centre-Sud,BF51,60-64,female,7302.89901784937,8655.6007960935,8881.05109246752,9106.50138884154,9331.95168521556,8430.15049971948
Centre-Sud,BF51,65-69,female,5698.86941214317,5854.11431831977,5879.9884693492,5905.86262037864,5931.73677140807,5828.24016729034
Centre-Sud,BF51,70-74,female,3742.7357466478,3887.0953191097,3911.15524785335,3935.215176597,3959.27510534065,3863.03539036605
Centre-Sud,BF51,75-79,female,2490.81020073077,1826.94677329538,1716.30286872281,1605.65896415025,1495.01505957768,1937.59067786794
Centre-Sud,BF51,85-89,female,0,0,0,0,0,0
Centre-Sud,BF51,90-94,female,0,0,0,0,0,0
Est,BF52,0,male,161733.131463157,169234.626723088,170484.875933077,171735.125143065,172985.374353054,167984.3775131
Est,BF52,0,female,160663.778392686,162488.68005939,162792.830337174,163096.980614958,163401.130892742,162184.529781606
Est,BF52,5-9,female,90151.6801971298,149206.321100706,159048.761251302,168891.201401898,178733.641552494,139363.88095011
Est,BF52,95-99,female,0,0,0,0,0,0
Est,BF52,100-104,female,0,0,0,0,0,0
Est,BF52,105-109,female,0,0,0,0,0,0
Est,BF52,110-114,female,0,0,0,0,0,0
Est,BF52,115-119,female,0,0,0,0,0,0
Est,BF52,120-124,female,0,0,0,0,0,0
Est,BF52,125-129,female,0,0,0,0,0,0
Est,BF52,10-14,female,81635.9783066733,90701.7715766723,92212.7371216721,93723.7026666719,95234.6682116717,89190.8060316724
Est,BF52,15-19,female,72155.2504745725,82202.3665689262,83876.8859179851,85551.4052670441,87225.924616103,80527.8472198673
Est,BF52,20-24,female,64630.6563079669,72171.9829142853,73428.8706820051,74685.7584497248,75942.6462174446,70915.0951465656
Est,BF52,5-9,male,100910.415357354,149637.928480136,157759.180667266,165880.432854397,174001.685041527,141516.676293006
Est,BF52,95-99,male,0,0,0,0,0,0
Est,BF52,100-104,male,0,0,0,0,0,0
Est,BF52,105-109,male,0,0,0,0,0,0
Est,BF52,110-114,male,0,0,0,0,0,0
Est,BF52,115-119,male,0,0,0,0,0,0
Est,BF52,120-124,male,0,0,0,0,0,0
Est,BF52,125-129,male,0,0,0,0,0,0
Est,BF52,10-14,male,77019.5028561043,104596.187346085,109192.301427749,113788.415509412,118384.529591075,100000.073264422
Est,BF52,15-19,male,56297.5268929567,80030.7056945318,83986.2354947943,87941.7652950568,91897.2950953193,76075.1758942693
Est,BF52,20-24,male,51250.7020359786,56225.4419804995,57054.5653045864,57883.6886286732,58712.81195276,55396.3186564127
Est,BF52,25-29,male,40570.2122223739,52244.6414329512,54190.3796347141,56136.1178364769,58081.8560382398,50298.9032311883
Est,BF52,30-34,male,33984.5622152062,40850.3351936123,41994.6306900133,43138.9261864143,44283.2216828153,39706.0396972113
Est,BF52,35-39,male,28637.7968628522,33992.051901155,34884.4277408721,35776.8035805893,36669.1794203064,33099.6760614379
Est,BF52,40-44,male,20330.7492300485,29124.6374085245,30590.2854382705,32055.9334680165,33521.5814977625,27658.9893787785
Est,BF52,1-4,male,143006.411838815,160419.020139839,163321.121523343,166223.222906847,169125.324290351,157516.918756335
Est,BF52,45-49,male,16744.5041766403,19900.7266861492,20426.7637710673,20952.8008559854,21478.8379409036,19374.689601231
Est,BF52,50-54,male,12414.9283303439,16267.3766275946,16909.4513438031,17551.5260600115,18193.60077622,15625.3019113862
Est,BF52,55-59,male,11749.8428840755,11099.215159597,10990.7772055172,10882.3392514375,10773.9012973577,11207.6531136767
Est,BF52,60-64,male,7015.99941357672,10649.6640863641,11255.274865162,11860.8856439599,12466.4964227578,10044.0533075662
Est,BF52,65-69,male,6272.66862068848,5290.73006386806,5127.07363773132,4963.41721159459,4799.76078545785,5454.3864900048
Est,BF52,70-74,male,3090.69119148268,4334.91801933939,4542.2891573155,4749.66029529162,4957.03143326774,4127.54688136327
Est,BF52,75-79,male,1864.84742777225,1474.42883096296,1409.35906482808,1344.2892986932,1279.21953255832,1539.49859709784
Est,BF52,80-84,male,0,726.442196101585,847.515895451849,968.589594802113,1089.66329415238,605.368496751321
Est,BF52,85-89,male,0,0,0,0,0,0
Est,BF52,90-94,male,0,0,0,0,0,0
Est,BF52,80-84,female,0,923.751009939702,1077.70951159632,1231.66801325294,1385.62651490955,769.792508283085
Est,BF52,25-29,female,46034.3455946576,66818.417733212,70282.4297563044,73746.4417793968,77210.4538024892,63354.4057101196
Est,BF52,30-34,female,37883.7886550936,46465.214043263,47895.4516079579,49325.6891726529,50755.9267373478,45034.9764785681
Est,BF52,35-39,female,27855.343396654,38784.3608668236,40605.8637785186,42427.3666902135,44248.8696019084,36962.8579551287
Est,BF52,40-44,female,21869.5743802382,28092.6153332794,29129.7888254529,30166.9623176264,31204.1358098,27055.4418411059
Est,BF52,1-4,female,141128.523519939,159418.237395327,162466.523041225,165514.808687123,168563.094333021,156369.951749429
Est,BF52,45-49,female,17187.8944741526,21841.2006422706,22616.7516702902,23392.3026983099,24167.8537263296,21065.6496142509
Est,BF52,50-54,female,11319.4934776665,17300.6144150985,18297.4679046705,19294.3213942425,20291.1748838145,16303.7609255265
Est,BF52,55-59,female,11032.5938733939,10320.7933051507,10202.1598771102,10083.5264490697,9964.89302102918,10439.4267331913
Est,BF52,60-64,female,6794.30426482058,10237.7049497135,10811.6050638623,11385.5051780111,11959.4052921599,9663.80483556467
Est,BF52,65-69,female,5607.58317442005,5385.27481367933,5348.22342022254,5311.17202676575,5274.12063330897,5422.32620713612
Est,BF52,70-74,female,2882.03693382984,3984.96728821185,4168.78901394218,4352.61073967251,4536.43246540285,3801.14556248151
Est,BF52,75-79,female,2229.99237866472,1344.40528646134,1196.80743776078,1049.20958906022,901.611740359656,1492.00313516191
Est,BF52,85-89,female,0,0,0,0,0,0
Est,BF52,90-94,female,0,0,0,0,0,0
Hauts-Bassins,BF53,0,male,163624.060673136,188360.294610183,192483.000266357,196605.705922532,200728.411578706,184237.588954008
Hauts-Bassins,BF53,100-104,male,0,0,0,0,0,0
Hauts-Bassins,BF53,105-109,male,0,0,0,0,0,0
Hauts-Bassins,BF53,110-114,male,0,0,0,0,0,0
Hauts-Bassins,BF53,115-119,male,0,0,0,0,0,0
Hauts-Bassins,BF53,120-124,male,0,0,0,0,0,0
Hauts-Bassins,BF53,125-129,male,0,0,0,0,0,0
Hauts-Bassins,BF53,10-14,male,106713.611898324,119810.211541203,121992.97814835,124175.744755497,126358.511362643,117627.444934057
Hauts-Bassins,BF53,15-19,male,92225.1818825549,108041.626194622,110677.700246634,113313.774298645,115949.848350656,105405.552142611
Hauts-Bassins,BF53,20-24,male,74580.8562197867,93983.3091536249,97217.0513092646,100450.793464904,103684.535620544,90749.5669979852
Hauts-Bassins,BF53,25-29,male,58540.5601627247,76127.3552065511,79058.4877138555,81989.6202211599,84920.7527284643,73196.2226992467
Hauts-Bassins,BF53,30-34,male,48446.9104487686,59063.3211452202,60832.7229279622,62602.1247107041,64371.5264934461,57293.9193624783
Hauts-Bassins,BF53,5-9,male,118698.190822259,152615.490761912,158268.374085188,163921.257408463,169574.140731739,146962.607438637
Hauts-Bassins,BF53,95-99,male,0,0,0,0,0,0
Hauts-Bassins,BF53,0,female,161354.945621161,181180.910322182,184485.237772352,187789.565222523,191093.892672693,177876.582872012
Hauts-Bassins,BF53,5-9,female,113481.834380938,151386.151387606,157703.537555384,164020.923723162,170338.30989094,145068.765219828
Hauts-Bassins,BF53,95-99,female,0,0,0,0,0,0
Hauts-Bassins,BF53,100-104,female,0,0,0,0,0,0
Hauts-Bassins,BF53,105-109,female,0,0,0,0,0,0
Hauts-Bassins,BF53,110-114,female,0,0,0,0,0,0
Hauts-Bassins,BF53,115-119,female,0,0,0,0,0,0
Hauts-Bassins,BF53,120-124,female,0,0,0,0,0,0
Hauts-Bassins,BF53,125-129,female,0,0,0,0,0,0
Hauts-Bassins,BF53,10-14,female,114499.023886995,111827.072036621,111381.746728225,110936.421419829,110491.096111433,112272.397345016
Hauts-Bassins,BF53,15-19,female,102331.872487614,115067.830749061,117190.490459302,119313.150169543,121435.809879784,112945.171038819
Hauts-Bassins,BF53,20-24,female,82248.9001885285,104238.46225992,107903.389271819,111568.316283718,115233.243295616,100573.535248022
Hauts-Bassins,BF53,25-29,female,59635.9950154021,84822.8119236695,89020.614741714,93218.4175597586,97416.2203778031,80625.0091056249
Hauts-Bassins,BF53,30-34,female,49868.3675790286,60036.1914698911,61730.8287850349,63425.4661001786,65120.1034153224,58341.5541547474
Hauts-Bassins,BF53,35-39,female,41483.0745996051,50090.8883723629,51525.5240011559,52960.1596299488,54394.7952587418,48656.2527435699
Hauts-Bassins,BF53,40-44,female,29459.3730023602,42458.5188134941,44625.0431153498,46791.5674172054,48958.0917190611,40291.9945116385
Hauts-Bassins,BF53,1-4,female,146905.638278702,159070.048934748,161097.450710756,163124.852486764,165152.254262771,157042.64715874
Hauts-Bassins,BF53,45-49,female,24529.9161653119,29145.8427139276,29915.1638053636,30684.4848967995,31453.8059882355,28376.5216224917
Hauts-Bassins,BF53,50-54,female,18152.920415797,24291.2245748625,25314.27526804,26337.3259612176,27360.3766543952,23268.1738816849
Hauts-Bassins,BF53,55-59,female,13797.262787294,17330.4961651205,17919.3683947582,18508.240624396,19097.1128540337,16741.6239354827
Hauts-Bassins,BF53,60-64,female,9324.23713886125,12637.7291496191,13189.9778180788,13742.2264865384,14294.4751549981,12085.4804811595
Hauts-Bassins,BF53,65-69,female,7224.65367122956,7484.74859720633,7528.09775153579,7571.44690586526,7614.79606019472,7441.39944287687
Hauts-Bassins,BF53,70-74,female,3494.95881568506,5177.76206117556,5458.22926875731,5738.69647633906,6019.16368392081,4897.29485359381
Hauts-Bassins,BF53,75-79,female,2647.3008939704,1641.71120983731,1474.11292914847,1306.51464845962,1138.91636777077,1809.30949052616
Hauts-Bassins,BF53,80-84,female,0,1096.61728182744,1279.38682879868,1462.15637576992,1644.92592274116,913.847734856199
Hauts-Bassins,BF53,85-89,female,0,0,0,0,0,0
Hauts-Bassins,BF53,35-39,male,37427.357466478,49137.3202764454,51088.9807447733,53040.6412131012,54992.3016814291,47185.6598081175
Hauts-Bassins,BF53,40-44,male,28742.1239916786,37629.4510982111,39110.6722826332,40591.8934670552,42073.1146514773,36148.229913789
Hauts-Bassins,BF53,1-4,male,148509.667884408,161528.330538816,163698.107647884,165867.884756952,168037.66186602,159358.553429748
Hauts-Bassins,BF53,45-49,male,23525.7675503576,28163.57114031,28936.538405302,29709.5056702941,30482.4729352861,27390.6038753179
Hauts-Bassins,BF53,50-54,male,17513.9167517352,22841.2502060953,23729.1391151553,24617.0280242153,25504.9169332753,21953.3612970352
Hauts-Bassins,BF53,55-59,male,13784.2218961907,16216.1547663491,16621.4769113755,17026.7990564019,17432.1212014283,15810.8326213227
Hauts-Bassins,BF53,60-64,male,10393.590209332,12061.0003607633,12338.9020526685,12616.8037445738,12894.705436479,11783.0986688581
Hauts-Bassins,BF53,65-69,male,6833.42693813048,8329.56917237543,8578.92621141625,8828.28325045708,9077.6402894979,8080.2121333346
Hauts-Bassins,BF53,70-74,male,3847.06287547422,4626.43372496044,4756.32886654147,4886.22400812251,5016.11914970355,4496.5385833794
Hauts-Bassins,BF53,75-79,male,2216.95148756142,1856.11757033072,1795.9785841256,1735.83959792049,1675.70061171537,1916.25655653584
Hauts-Bassins,BF53,80-84,male,0,863.603184741726,1007.53704886535,1151.47091298897,1295.40477711259,719.669320618105
Hauts-Bassins,BF53,85-89,male,0,0,0,0,0,0
Hauts-Bassins,BF53,90-94,male,0,0,0,0,0,0
Hauts-Bassins,BF53,90-94,female,0,0,0,0,0,0
Nord,BF54,0,male,140463.438073671,164358.886998809,168341.461819666,172324.036640522,176306.611461378,160376.312177953
Nord,BF54,5-9,male,108408.927741753,144282.219195979,150261.101105017,156239.983014055,162218.864923093,138303.337286942
Nord,BF54,100-104,male,0,0,0,0,0,0
Nord,BF54,105-109,male,0,0,0,0,0,0
Nord,BF54,110-114,male,0,0,0,0,0,0
Nord,BF54,115-119,male,0,0,0,0,0,0
Nord,BF54,120-124,male,0,0,0,0,0,0
Nord,BF54,125-129,male,0,0,0,0,0,0
Nord,BF54,10-14,male,77410.7295892033,113435.07872259,119439.136911488,125443.195100386,131447.253289284,107431.020533692
Nord,BF54,15-19,male,45864.8140103147,82581.1146564812,88700.4980975089,94819.8815385367,100939.264979564,76461.7312154534
Nord,BF54,20-24,male,39592.1453896262,46238.2311526707,47345.9121131781,48453.5930736855,49561.2740341929,45130.5501921633
Nord,BF54,25-29,male,31245.9750835127,40378.92601704,41901.0845059612,43423.2429948824,44945.4014838036,38856.7675281187
Nord,BF54,30-34,male,28350.8972585795,31026.2331835657,31472.1225043967,31918.0118252278,32363.9011460588,30580.3438627347
Nord,BF54,35-39,male,24256.0574521426,28284.007992662,28955.3330827486,29626.6581728351,30297.9832629217,27612.6829025754
Nord,BF54,95-99,male,0,0,0,0,0,0
Nord,BF54,1-4,male,139759.229954092,136210.198704343,135618.693496051,135027.188287759,134435.683079468,136801.703912634
Nord,BF54,45-49,male,17513.9167517352,18553.8116165838,18727.1274273919,18900.4432382,19073.7590490081,18380.4958057757
Nord,BF54,50-54,male,13510.3631830213,16909.9017742597,17476.4915394661,18043.0813046725,18609.6710698789,16343.3120090533
Nord,BF54,55-59,male,13288.6680342652,11978.1667777345,11759.749901646,11541.3330255576,11322.9161494691,12196.5836538229
Nord,BF54,60-64,male,9206.86911893153,11790.0151474753,12220.539485566,12651.0638236566,13081.5881617472,11359.4908093847
Nord,BF54,65-69,male,7994.0662463244,6990.33838811317,6823.05041174463,6655.76243537609,6488.47445900755,7157.62636448171
Nord,BF54,70-74,male,6116.17792744885,5089.08652860516,4917.90462879788,4746.7227289906,4575.54082918332,5260.26842841244
Nord,BF54,75-79,male,3899.22643988743,2875.99434635434,2705.45566409882,2534.91698184331,2364.37829958779,3046.53302860985
Nord,BF54,80-84,male,0,1518.92884390715,1772.083651225,2025.23845854286,2278.39326586072,1265.77403658929
Nord,BF54,85-89,male,0,0,0,0,0,0
Nord,BF54,90-94,male,0,0,0,0,0,0
Nord,BF54,20-24,female,59088.2775890634,67789.8618657007,69240.1259118069,70690.3899579131,72140.6540040193,66339.5978195944
Nord,BF54,40-44,male,19287.4779417843,24254.9113568464,25082.8169260234,25910.7224952004,26738.6280643774,23427.0057876694
Nord,BF54,0,female,138559.467972589,158095.078012534,161351.013019192,164606.948025849,167862.883032507,154839.143005877
Nord,BF54,5-9,female,100349.657039912,144879.644914835,152301.309560655,159722.974206475,167144.638852296,137457.980269014
Nord,BF54,95-99,female,0,0,0,0,0,0
Nord,BF54,100-104,female,0,0,0,0,0,0
Nord,BF54,105-109,female,0,0,0,0,0,0
Nord,BF54,110-114,female,0,0,0,0,0,0
Nord,BF54,115-119,female,0,0,0,0,0,0
Nord,BF54,120-124,female,0,0,0,0,0,0
Nord,BF54,125-129,female,0,0,0,0,0,0
Nord,BF54,10-14,female,84948.3646469121,102146.551157929,105012.915576432,107879.279994935,110745.644413438,99280.1867394264
Nord,BF54,15-19,female,67499.6523506935,87054.5896329782,90313.7458466923,93572.9020604064,96832.0582741205,83795.4334192641
Nord,BF54,80-84,female,0,1831.29985328574,2136.51649550003,2441.73313771432,2746.94977992861,1526.08321107145
Nord,BF54,25-29,female,46595.1039120997,60186.8060935184,62452.0897904216,64717.3734873247,66982.6571842278,57921.5223966153
Nord,BF54,30-34,female,39135.7142010106,46873.2597413542,48162.8506647448,49452.4415881353,50742.0325115259,45583.6688179636
Nord,BF54,35-39,female,34480.1160771317,38925.2973766563,39666.160926577,40407.0244764978,41147.8880264185,38184.4338267355
Nord,BF54,40-44,female,28455.2243874059,34497.0738129066,35504.0487171568,36511.0236214069,37517.998525657,33490.0989086565
Nord,BF54,1-4,female,139198.47163665,133987.974893873,133119.558770077,132251.142646281,131382.726522485,134856.39101767
Nord,BF54,45-49,female,22834.6003218826,28324.2474055641,29239.1885861777,30154.1297667913,31069.0709474049,27409.3062249505
Nord,BF54,50-54,female,18335.4928912432,22324.9854789671,22989.9009102544,23654.8163415417,24319.731772829,21660.0700476798
Nord,BF54,55-59,female,17005.3219987064,16890.9550782957,16871.8939248939,16852.8327714921,16833.7716180903,16910.0162316975
Nord,BF54,60-64,female,10993.471200084,15675.9600857186,16456.374899991,17236.7897142635,18017.2045285359,14895.5452714462
Nord,BF54,65-69,female,10941.3076356708,8340.02757302954,7906.48089592267,7472.93421881579,7039.38754170892,8773.57425013642
Nord,BF54,70-74,female,6624.77268047764,7575.05335041474,7733.43346207092,7891.8135737271,8050.19368538328,7416.67323875855
